Bib	Wave	Team	Start	End	Num Laps	Laps Started																
739	4	M50S	6:22:44	9:59:17	4	4	6:22:44	7:10:16	7:10:16	8:00:24	8:00:24	9:00:35	9:00:36	9:59:17								
735	3	M40S	6:19:55	9:58:20	4	4	6:19:55	7:09:52	7:09:53	8:00:40	8:00:41	8:57:00	8:57:00	9:58:20								
80	3	M40S	6:19:43	null	4	4	6:19:43	7:10:31	7:10:31	8:01:25	8:01:27	8:59:51	8:59:53	null								
702	3	M40S	6:19:49	9:56:31	4	4	6:19:49	7:13:08	7:13:09	8:02:17	8:02:17	8:53:41	8:53:42	9:56:31								
521	4	MSUB20	6:22:46	9:57:27	4	4	6:22:46	7:13:25	7:13:25	8:02:32	8:02:33	9:01:00	9:01:00	9:57:27								
88	3	M40S	6:21:42	null	4	4	6:21:42	7:10:05	7:10:05	8:02:56	8:02:56	9:10:10	9:10:12	null								
696	3	M40S	6:19:54	10:06:16	4	4	6:19:54	7:09:19	7:09:19	8:03:09	8:03:10	9:03:52	9:03:52	10:06:16								
806	3	M40S	6:19:35	10:03:21	4	4	6:19:35	7:09:28	7:09:29	8:03:10	8:03:10	9:01:22	9:01:23	10:03:21								
574	1	M30S	6:14:31	10:36:19	4	4	6:14:31	7:06:02	7:06:02	8:03:23	8:03:24	9:15:14	9:15:15	10:36:19								
611	1	M30S	6:14:35	10:18:03	4	4	6:14:35	7:07:40	7:07:41	8:04:45	8:04:46	9:11:48	9:11:49	10:18:03								
658	1	M30S	6:14:46	10:16:10	4	4	6:14:46	7:08:26	7:08:26	8:05:14	8:05:14	9:12:04	9:12:05	10:16:10								
68	3	M40S	6:19:48	10:09:36	4	4	6:19:48	7:11:46	7:11:46	8:05:47	8:05:47	9:04:17	9:04:17	10:09:36								
734	2	M20S	6:17:22	8:45:14	4	4	6:17:21	6:53:52	6:53:52	7:29:34	7:29:34	8:06:25	8:06:25	8:45:14								
548	2	M20S	6:19:41	10:47:30	4	4	6:19:41	7:11:08	7:11:09	8:06:47	8:06:47	9:23:15	9:24:07	10:47:30								
561	2	M20S	6:17:22	8:46:48	4	4	6:17:22	6:53:06	6:53:06	7:29:33	7:29:33	8:07:21	8:07:21	8:46:48								
820	3	M40S	6:19:52	11:55:56	4	4	6:19:52	7:13:07	7:13:07	8:08:28	8:08:29	10:34:02	10:34:02	11:55:56								
785	4	M50S	6:22:44	10:07:23	4	4	6:22:44	7:15:07	7:15:07	8:08:41	8:08:41	9:04:50	9:04:50	10:07:23								
566	1	M30S	6:17:30	null	4	4	6:17:30	7:09:07	7:09:07	8:09:30	8:09:30	10:35:34	10:35:36	null								
721	3	M40S	6:19:53	10:16:07	4	4	6:19:53	7:11:34	7:11:34	8:09:36	8:09:37	9:11:02	9:11:03	10:16:07								
800	2	M20S	6:41:19	9:45:31	4	4	6:41:19	7:23:28	7:23:28	8:09:51	8:09:51	8:56:42	8:56:42	9:45:31								
588	1	M30S	6:14:40	10:24:03	4	4	6:14:40	7:08:36	7:08:37	8:11:14	8:11:15	9:12:30	9:12:31	10:24:03								
705	3	M40S	6:19:41	11:15:08	4	4	6:19:41	7:12:50	7:12:50	8:11:49	8:11:49	9:27:16	9:27:16	11:15:08								
737	4	M50S	6:22:43	10:47:10	4	4	6:22:43	7:14:45	7:14:45	8:12:51	8:12:52	9:24:50	9:24:51	10:47:10								
518	4	F20S	6:22:39	10:21:14	4	4	6:22:39	7:15:54	7:15:54	8:12:55	8:12:55	9:14:44	9:14:45	10:21:14								
19	0	M30S	6:03:28	12:53:38	8	8	6:03:28	6:45:55	6:45:55	7:28:28	7:28:33	8:13:16	8:13:16	9:01:58	9:02:00	9:58:45	9:58:45	10:54:51	10:54:51	11:53:03	11:53:04	12:53:38
733	3	M40S	6:20:36	10:32:56	4	4	6:20:36	7:16:09	7:16:10	8:13:49	8:13:50	9:20:28	9:20:28	10:32:56								
661	3	M40S	6:19:42	null	4	4	6:19:42	7:12:04	7:12:05	8:14:18	8:14:18	9:27:48	9:27:49	null								
757	1	M30S	6:14:25	11:48:59	4	4	6:14:26	7:12:19	7:12:19	8:15:10	8:15:10	9:48:45	9:48:45	11:48:59								
650	1	M30S	6:15:47	11:16:38	4	4	6:15:46	null	null	7:11:07	7:11:07	8:15:24	8:15:24	11:16:38								
510	4	F40S	6:22:42	10:25:45	4	4	6:22:42	7:18:54	7:18:55	8:16:10	8:16:11	9:19:35	9:19:36	10:25:45								
747	4	M50S	6:22:53	10:31:59	4	4	6:22:53	7:19:09	7:19:09	8:16:25	8:16:25	9:23:58	9:23:59	10:31:59								
651	1	M30S	6:15:43	10:47:31	4	4	6:15:43	7:16:38	7:16:38	8:16:45	8:16:45	9:26:00	9:26:01	10:47:31								
664	3	M40S	6:19:51	10:32:43	4	4	6:19:51	7:12:56	7:12:56	8:16:52	8:16:52	9:22:05	9:22:06	10:32:43								
704	3	M40S	6:19:45	11:30:44	4	4	6:19:45	7:17:03	7:17:03	8:16:59	8:17:00	9:37:15	9:37:44	11:30:44								
682	3	M40S	6:19:38	11:12:02	4	4	6:19:38	7:14:46	7:14:46	8:17:07	8:17:07	9:46:44	9:46:44	11:12:02								
508	4	F30S	6:22:48	10:20:25	4	4	6:22:48	7:18:14	7:18:15	8:17:12	8:17:13	9:20:32	9:20:33	10:20:25								
93	4	M50S	6:22:48	null	4	3	6:22:48	7:18:56	7:18:56	8:17:43	8:17:43	null										
697	3	M40S	6:19:44	11:31:11	4	4	6:19:44	7:16:16	7:16:16	8:17:57	8:17:57	9:43:20	9:43:20	11:31:11								
799	4	M50S	6:22:38	8:57:53	4	4	6:22:38	7:02:21	7:02:22	7:39:37	7:39:40	8:18:39	8:18:49	8:57:53								
723	3	M40S	6:19:37	11:18:29	4	4	6:19:37	7:17:04	7:17:05	8:18:59	8:18:59	9:53:47	9:53:48	11:18:29								
535	2	M20S	6:17:28	11:11:48	4	4	6:17:28	7:14:41	7:14:42	8:19:57	8:19:58	9:39:16	9:39:17	11:11:48								
54	0	M40S	6:03:21	null	8	5	6:03:21	6:43:26	6:44:46	7:29:01	7:29:01	8:20:01	8:20:03	9:09:02	9:09:05	null						
81	3	M40S	6:19:32	9:02:00	4	4	6:19:32	7:00:04	7:00:04	7:38:05	7:38:05	8:20:14	8:20:15	9:02:00								
542	2	M20S	6:19:47	10:49:30	4	4	6:19:47	7:21:05	7:21:05	8:20:12	8:21:10	9:37:20	9:39:06	10:49:30								
44	0	M20S	6:03:20	10:47:08	8	8	6:03:20	6:37:18	6:37:18	7:11:14	7:11:14	7:46:08	7:46:09	8:20:56	8:20:56	8:56:06	8:56:06	9:33:15	9:33:20	10:10:06	10:10:07	10:47:08
2	0	M30S	6:03:18	10:56:06	8	8	6:03:18	6:37:18	6:37:18	7:11:13	7:11:14	7:45:32	7:45:32	8:21:10	8:21:10	8:58:55	8:58:55	9:37:30	9:37:31	10:17:14	10:17:15	10:56:06
741	4	M50S	6:22:48	11:19:41	4	4	6:22:48	7:19:38	7:19:39	8:22:48	8:22:49	9:47:10	9:47:10	11:19:41								
718	3	M40S	6:19:33	9:07:51	4	4	6:19:33	7:00:26	7:00:37	7:40:17	7:40:17	8:24:01	8:24:12	9:07:51								
795	1	M30S	6:14:37	null	4	4	6:14:37	7:13:22	7:13:23	8:24:08	8:24:58	11:47:08	11:49:10	null								
750	3	M40S	6:19:32	9:06:46	4	4	6:19:32	7:02:27	7:02:27	7:43:13	7:43:13	8:24:56	8:24:58	9:06:46								
509	4	F30S	6:22:47	10:53:49	4	4	6:22:47	7:22:37	7:22:38	8:25:50	8:25:50	9:37:37	9:37:37	10:53:49								
539	2	M20S	6:17:31	11:43:23	4	4	6:17:31	7:16:20	7:16:20	8:27:10	8:27:11	9:56:53	9:56:53	11:43:23								
519	4	F30S	6:22:37	9:15:36	4	4	6:22:38	7:03:36	7:03:36	7:46:22	7:46:22	8:30:21	8:30:22	9:15:36								
663	3	M40S	6:56:58	9:25:04	4	4	6:56:58	7:40:33	7:40:33	8:30:55	8:30:55	9:25:04	9:25:04	null								
781	4	MSUB20	6:22:41	9:27:42	4	4	6:22:41	7:07:11	7:07:11	7:47:47	7:47:47	8:31:49	8:31:50	9:27:42								
794	1	M30S	6:14:41	null	4	4	6:14:41	7:13:25	7:13:26	8:32:13	8:32:13	12:06:45	12:06:45	null								
513	4	F30S	6:22:44	11:31:40	4	4	6:22:44	7:25:17	7:25:17	8:32:35	8:32:35	10:01:39	10:01:39	11:31:40								
689	3	M40S	6:25:42	11:03:25	4	4	6:25:42	7:30:27	7:30:27	8:32:38	8:32:38	9:38:18	9:38:18	11:03:25								
514	4	F40S	6:22:41	10:41:20	4	4	6:22:41	7:24:50	7:24:50	8:32:46	8:32:46	9:40:22	9:40:22	10:41:20								
4	0	M20S	6:03:20	11:33:25	8	8	6:03:20	6:37:22	6:37:22	7:14:41	7:14:41	7:52:47	7:52:47	8:33:17	8:33:17	9:18:11	9:18:11	10:04:31	10:04:31	10:49:18	10:49:18	11:33:25
694	3	M40S	6:19:46	11:34:10	4	4	6:19:46	7:21:00	7:21:01	8:35:42	8:35:42	9:57:36	9:57:46	11:34:10								
730	3	M40S	6:19:51	11:27:02	4	4	6:19:51	7:19:01	7:19:01	8:35:56	8:35:56	9:55:57	9:55:57	11:27:02								
515	4	F30S	6:22:40	9:22:42	4	4	6:22:40	7:06:34	7:06:34	7:51:07	7:51:07	8:36:20	8:36:20	9:22:42								
506	4	F30S	6:22:51	11:01:06	4	4	6:22:51	7:31:33	7:31:33	8:36:57	8:36:58	9:46:22	9:46:22	11:01:06								
687	3	M40S	6:19:44	12:39:15	4	4	6:19:44	7:18:34	7:18:34	8:37:50	8:37:51	10:51:14	10:51:14	12:39:15								
768	3	M40S	6:19:35	9:31:05	4	4	6:19:35	7:06:26	7:06:26	7:52:01	7:52:01	8:38:58	8:38:58	9:31:05								
631	1	M30S	6:14:25	8:40:10	4	4	6:14:25	6:48:52	6:48:52	7:24:05	7:24:05	8:01:27	8:01:27	8:40:10								
30	0	M40S	6:03:20	11:44:48	8	8	6:03:20	6:40:21	6:40:21	7:18:56	7:18:56	7:59:30	7:59:30	8:41:12	8:41:12	9:26:30	9:26:31	10:13:18	10:13:18	10:59:53	10:59:53	11:44:48
771	1	M30S	6:14:23	8:41:50	4	4	6:14:23	6:49:53	6:49:53	7:26:10	7:26:11	8:03:45	8:03:46	8:41:50								
57	0	M30S	6:03:25	11:43:39	8	8	6:03:25	6:42:48	6:42:48	7:21:21	7:21:21	8:01:22	8:01:22	8:42:11	8:42:12	9:24:23	9:24:24	10:10:35	10:10:35	10:58:27	10:58:28	11:43:39
507	4	F30S	6:22:39	9:32:17	4	4	6:22:39	7:07:24	7:07:24	7:53:31	7:53:31	8:42:22	8:42:24	9:32:17								
76	3	M40S	6:19:55	11:52:33	4	4	6:19:55	7:24:29	7:24:30	8:43:01	8:43:01	10:07:05	10:07:05	11:52:33								
662	3	M40S	6:19:43	null	4	4	6:19:43	7:25:52	7:25:53	8:44:27	8:44:28	10:22:00	10:22:00	null								
798	1	M30S	6:14:24	8:44:52	4	4	6:14:24	6:55:04	6:55:05	7:27:22	7:27:22	8:04:46	8:04:47	8:44:52								
55	0	M40S	6:03:20	12:15:43	8	8	6:03:20	6:39:12	6:39:12	7:16:24	7:16:24	7:58:11	7:58:12	8:46:02	8:46:03	9:38:10	9:39:27	10:29:25	10:29:26	11:29:16	11:29:17	12:15:43
87	1	M30S	6:14:23	8:46:48	4	4	6:14:23	6:50:43	6:50:43	7:28:20	7:28:20	8:07:56	8:07:56	8:46:48								
639	1	M30S	6:14:42	9:44:59	4	4	6:14:43	7:02:43	7:02:43	7:50:41	7:50:41	8:47:05	8:47:05	9:44:59								
35	0	MSUB20	6:03:19	12:15:49	8	8	6:03:19	6:41:30	6:41:30	7:21:16	7:21:16	8:02:59	8:03:00	8:47:17	8:47:18	9:40:32	9:40:34	10:31:46	10:31:46	11:22:33	11:22:33	12:15:49
738	0	M50S	6:03:20	12:00:30	8	8	6:03:18	6:42:04	6:42:04	7:21:29	7:21:29	8:03:28	8:03:28	8:48:58	8:48:58	9:36:01	9:36:01	10:23:22	10:23:22	11:12:03	11:12:04	12:00:30
648	1	M30S	6:18:07	12:29:01	4	4	6:18:07	7:25:15	7:25:16	8:50:09	8:50:09	10:50:12	10:50:13	12:29:01								
74	3	M40S	6:20:02	null	4	3	6:20:02	7:27:40	7:27:40	8:51:49	8:51:50	null										
75	3	M40S	6:19:55	null	4	4	6:19:55	7:27:49	7:27:49	8:52:01	8:52:02	11:01:02	11:01:23	null								
777	1	M30S	6:14:25	8:52:28	4	4	6:14:25	6:48:06	6:48:06	7:24:05	7:24:05	8:03:06	8:03:07	8:52:28								
56	0	M30S	6:03:28	11:58:30	8	8	6:03:28	6:43:28	6:43:28	7:25:32	7:25:33	8:09:04	8:09:06	8:52:53	8:52:54	9:38:51	9:38:52	10:25:30	10:25:31	11:13:11	11:13:12	11:58:30
98	1	M30S	6:14:25	8:55:07	4	4	6:14:25	6:51:34	6:51:35	7:31:11	7:31:11	8:12:01	8:12:01	8:55:07								
706	0	M40S	6:03:23	12:09:04	8	8	6:03:23	6:42:46	6:42:47	7:24:08	7:24:09	8:12:25	8:12:25	8:55:42	8:55:43	9:42:30	9:42:30	10:29:50	10:29:51	11:18:35	11:18:36	12:09:04
727	3	M40S	6:19:32	10:06:42	4	4	6:19:32	7:08:42	7:08:42	8:00:08	8:00:08	8:55:47	8:55:48	10:06:42								
22	0	M30S	6:03:22	12:34:58	8	8	6:03:22	6:43:59	6:44:00	7:26:10	7:26:10	8:09:58	8:09:58	8:57:26	8:57:26	9:44:11	9:44:11	10:40:58	10:41:58	11:39:02	11:39:04	12:34:58
79	1	M30S	6:14:28	8:58:38	4	4	6:14:28	6:53:07	6:53:07	7:31:56	7:31:56	8:14:23	8:14:24	8:58:38								
14	0	M30S	6:03:29	12:36:20	8	8	6:03:29	6:48:31	6:48:32	7:30:00	7:30:00	8:13:11	8:13:12	9:00:26	9:00:27	9:51:26	9:51:26	10:48:31	10:50:57	11:47:31	11:47:33	12:36:20
59	0	M20S	6:03:21	12:40:05	8	8	6:03:21	6:45:56	6:45:57	7:28:45	7:28:45	8:13:02	8:13:03	9:01:57	9:01:58	10:03:09	10:03:09	10:55:01	10:55:01	11:47:30	11:47:33	12:40:05
596	1	M30S	6:14:25	9:02:20	4	4	6:14:25	6:53:43	6:53:43	7:34:16	7:34:16	8:17:08	8:17:09	9:02:20								
46	0	M20S	6:03:23	14:16:54	8	8	6:03:24	6:43:20	6:43:20	7:26:04	7:26:04	8:10:30	8:10:30	9:03:02	9:03:02	10:06:02	10:06:02	11:34:40	11:34:40	12:54:42	12:54:45	14:16:54
529	2	M20S	6:17:29	null	4	3	6:17:29	7:25:53	7:25:53	9:03:23	9:03:23	null										
49	0	M40S	6:03:25	12:57:12	8	8	6:03:26	6:48:22	6:48:22	7:32:08	7:32:08	8:19:18	8:19:18	9:07:00	9:07:00	10:05:17	10:05:17	11:02:37	11:02:37	12:01:03	12:01:03	12:57:12
8	0	M30S	6:03:27	null	8	7	6:03:27	6:48:19	6:48:20	7:33:07	7:33:07	8:19:01	8:19:01	9:07:08	9:07:08	10:02:09	10:02:09	11:10:59	11:11:00	null		
24	0	M30S	6:03:22	null	8	5	6:03:22	6:46:08	6:46:08	7:32:03	7:32:04	8:19:17	8:19:18	9:11:16	9:11:17	null						
570	1	M30S	6:14:25	9:11:23	4	4	6:14:25	6:54:44	6:54:44	7:37:47	7:37:55	8:23:23	8:23:23	9:11:23								
745	4	M50S	7:07:14	null	4	4	7:07:14	8:11:35	8:11:46	9:11:45	9:12:30	10:07:36	10:07:38	null								
17	0	M30S	6:03:29	12:54:53	8	8	6:03:29	6:52:46	6:52:46	7:36:50	7:36:50	8:23:26	8:23:26	9:14:36	9:14:36	10:09:20	10:09:20	11:06:29	11:06:30	12:06:27	12:06:27	12:54:53
1	0	M40S	6:03:23	null	8	7	6:03:23	6:48:30	6:48:30	7:33:07	7:33:07	8:19:49	8:19:51	9:14:47	9:14:48	9:22:10	9:22:12	10:26:19	10:26:19	null		
610	1	M30S	6:14:26	9:15:05	4	4	6:14:26	6:55:31	6:55:32	7:38:30	7:38:30	8:24:09	8:24:10	9:15:05								
31	0	M40S	6:03:29	null	8	6	6:03:29	6:48:32	6:48:33	7:33:05	7:33:06	8:20:50	8:20:50	9:17:36	9:17:36	10:52:57	10:52:58	null				
621	1	M30S	6:14:40	9:18:21	4	4	6:14:40	6:58:04	6:58:04	7:41:08	7:41:09	8:25:46	8:25:47	9:18:21								
817	1	M30S	6:14:33	9:18:28	4	4	6:14:33	6:56:41	6:56:41	7:40:11	7:40:12	8:27:10	8:27:10	9:18:28								
629	1	M30S	6:14:34	9:19:37	4	4	6:14:34	6:56:44	6:56:44	7:41:42	7:41:42	8:30:52	8:30:52	9:19:37								
599	1	M30S	6:14:39	9:20:11	4	4	6:14:39	7:01:04	7:01:04	7:45:11	7:45:11	8:29:01	8:29:01	9:20:11								
649	1	M30S	6:16:14	10:27:05	4	4	6:16:14	7:09:27	7:10:34	8:14:17	8:14:19	9:18:45	9:20:16	10:27:05								
805	1	M30S	6:15:56	9:21:03	4	4	6:15:56	7:03:12	7:03:12	7:46:32	7:46:33	8:31:14	8:31:15	9:21:03								
801	1	M30S	6:14:35	9:22:13	4	4	6:14:35	6:57:12	6:57:12	7:45:53	7:45:53	8:34:09	8:34:10	9:22:13								
504	4	F40S	6:22:41	10:27:35	4	4	6:22:41	7:18:52	7:18:52	8:19:56	8:19:57	9:22:30	9:22:31	10:27:35								
564	2	M20S	6:17:28	null	4	3	6:17:28	7:07:16	7:07:16	9:24:16	9:24:21	null										
811	1	M30S	6:14:27	9:28:51	4	4	6:14:27	6:56:38	6:56:38	7:41:06	7:41:06	8:28:41	8:28:41	9:28:51								
790	3	M40S	6:14:27	9:31:30	4	4	6:58:35	7:46:02	7:46:02	8:36:28	8:36:29	9:31:30	9:31:30	null								
78	1	M30S	6:14:32	9:31:35	4	4	6:14:32	6:56:43	6:56:44	7:40:33	7:40:35	8:31:37	8:31:38	9:31:35								
571	1	M30S	6:14:25	9:31:38	4	4	6:14:25	6:54:30	6:54:30	7:37:01	7:37:01	8:25:44	8:25:45	9:31:38								
764	1	M30S	6:14:29	9:34:31	4	4	6:14:29	6:59:02	6:59:02	7:47:43	7:47:44	8:39:14	8:39:14	9:34:31								
818	1	M30S	6:14:32	9:35:49	4	4	6:14:32	6:56:32	6:56:32	7:42:20	7:42:20	8:34:21	8:34:21	9:35:49								
752	4	F30S	6:22:48	11:25:54	4	4	6:22:47	7:54:50	7:54:50	9:31:23	9:31:23	11:25:54	11:26:20	null								
715	3	M40S	6:19:36	10:47:22	4	4	6:19:37	7:17:54	7:17:54	8:22:30	8:22:30	9:34:48	9:36:54	10:47:22								
807	1	M30S	6:14:36	9:36:59	4	4	6:14:36	6:59:04	6:59:05	7:46:37	7:46:37	8:40:00	8:40:00	9:36:59								
667	3	M40S	6:14:26	9:40:08	4	4	6:57:25	7:45:06	7:45:06	8:36:30	8:36:31	9:40:08	9:40:08	null								
577	1	M30S	6:14:26	9:43:30	4	4	6:14:26	6:57:04	6:57:05	7:43:43	7:43:43	8:39:18	8:39:18	9:43:30								
638	1	M30S	6:14:24	9:44:10	4	4	6:14:23	7:00:24	7:00:24	7:53:22	7:53:22	8:48:11	8:49:15	9:44:10								
642	1	M30S	6:14:48	9:55:42	4	4	6:14:48	7:07:13	7:07:13	8:02:32	8:02:33	8:57:42	8:57:42	9:55:42								
606	1	M30S	6:14:48	9:57:41	4	4	6:14:48	7:03:00	7:03:01	7:55:26	7:55:26	8:55:16	8:55:17	9:57:41								
763	1	M30S	6:14:28	9:57:44	4	4	6:14:28	6:55:59	6:55:59	7:39:20	7:39:20	8:30:41	8:30:42	9:57:44								
45	0	M30S	6:03:20	10:44:01	8	8	6:03:20	6:37:17	6:37:17	7:10:55	7:10:55	7:44:54	7:44:54	8:18:46	8:18:48	8:54:07	8:54:40	9:31:30	9:31:32	10:07:13	10:07:46	10:44:01
744	4	M50S	6:22:42	10:10:58	4	4	6:22:42	7:11:01	7:11:01	8:02:23	8:02:23	9:02:33	9:03:01	10:10:58								
779	1	M30S	6:14:28	10:15:21	4	4	6:14:28	6:59:15	6:59:15	7:45:40	7:45:40	8:44:08	8:44:08	10:15:21								
586	1	M30S	6:14:20	8:42:25	4	0																
572	1	M30S	6:14:27	10:20:55	4	4	6:14:27	7:05:47	7:05:47	7:50:59	7:51:00	9:04:16	9:04:20	10:20:55								
579	1	M30S	6:14:44	null	4	3	6:14:44	7:49:28	7:49:28	10:23:20	10:24:33	null										
48	0	M40S	6:03:20	10:44:00	8	8	6:03:20	6:37:16	6:37:16	7:10:53	7:10:53	7:44:26	7:44:27	8:18:38	8:18:42	8:54:34	8:54:35	9:31:04	9:31:25	10:07:14	10:07:44	10:44:00
36	0	M40S	6:03:19	11:24:17	8	8	6:03:19	6:37:15	6:37:16	7:13:21	7:13:21	7:53:57	7:53:57	8:32:49	8:33:09	9:13:55	9:14:24	10:00:08	10:00:08	10:43:55	10:45:01	11:24:17
97	1	M30S	6:14:38	10:45:50	4	4	6:14:38	7:03:44	7:03:45	8:02:54	8:02:54	9:19:58	9:19:58	10:45:50								
792	3	M40S	7:01:29	null	4	4	7:01:29	8:24:08	8:24:08	9:49:25	9:49:25	10:47:18	10:47:19	null								
660	1	M30S	6:14:36	10:47:42	4	4	6:14:36	7:06:17	7:06:52	8:02:09	8:02:09	9:09:12	9:09:13	10:47:42								
85	1	M30S	6:14:50	10:57:37	4	4	6:14:50	7:16:49	7:16:49	8:41:39	8:41:40	9:46:16	9:46:17	10:57:37								
726	3	M40S	7:12:37	null	4	4	7:12:37	8:11:45	8:11:45	9:34:39	9:34:40	11:01:49	11:01:51	null								
587	1	M30S	6:20:42	null	4	3	6:20:42	8:07:25	8:07:26	11:04:12	11:04:12	null										
783	4	M50S	6:22:41	11:05:36	4	4	6:22:41	7:14:54	7:14:54	8:08:28	8:08:28	9:24:12	9:24:13	11:05:36								
666	3	M40S	6:14:25	9:09:00	4	4	6:55:06	7:38:33	7:38:33	8:24:08	8:24:08	9:09:00	9:09:01	null								
553	2	M20S	6:17:33	11:24:45	4	4	6:17:33	7:16:08	7:16:08	8:29:22	8:29:27	9:58:14	9:59:06	11:24:45								
5	0	M20S	6:03:21	null	8	8	6:03:21	6:39:04	6:39:04	7:16:21	7:16:22	7:56:19	7:56:19	8:38:28	8:38:29	9:29:44	9:32:23	10:25:23	10:25:24	11:30:25	11:30:25	null
791	3	M40S	6:14:39	9:46:48	4	4	7:09:51	8:15:33	8:15:34	9:46:48	9:46:48	11:31:44	11:31:45	null								
615	1	M30S	6:15:14	11:33:44	4	4	6:15:14	7:19:28	7:19:29	8:34:21	8:34:21	9:57:34	9:57:48	11:33:44								
582	1	M30S	6:14:56	11:45:46	4	4	6:14:56	7:24:53	7:24:54	8:38:32	8:38:32	10:08:48	10:08:48	11:45:46								
822	3	M40S	7:21:41	null	4	4	7:21:41	8:34:26	8:34:39	10:07:10	10:07:11	11:49:39	11:49:39	null								
569	1	M30S	6:14:25	10:07:58	4	4	6:14:25	7:02:51	7:02:51	7:52:59	7:53:00	8:50:35	8:50:36	10:07:58								
583	1	M30S	6:14:27	10:56:09	4	4	6:14:27	7:15:03	7:15:03	8:18:25	8:18:25	9:35:16	9:35:16	10:56:09								
12	0	M30S	6:03:20	11:58:24	8	8	6:03:20	6:40:51	6:40:51	7:20:17	7:20:18	8:01:47	8:01:52	8:46:24	8:46:26	9:34:51	9:34:51	10:20:28	10:20:29	11:10:01	11:10:03	11:58:24
38	0	M40S	6:03:30	null	8	6	6:03:30	6:54:18	6:54:19	7:46:10	7:46:12	8:50:28	8:50:28	10:10:39	10:10:40	11:58:27	11:58:27	null				
53	0	M30S	6:03:18	12:02:29	8	8	6:03:19	6:40:23	6:40:23	7:18:57	7:18:57	7:59:18	7:59:18	8:42:12	8:42:12	9:29:51	9:29:51	10:20:57	10:20:57	11:11:06	11:11:48	12:02:29
13	0	M30S	6:03:25	12:02:39	8	8	6:03:25	6:40:58	6:40:58	7:20:20	7:20:20	8:01:53	8:01:53	8:45:05	8:45:06	9:32:37	9:32:48	10:21:17	10:21:54	11:11:53	11:13:36	12:02:39
647	2	M20S	6:19:54	12:04:44	4	4	6:19:53	null	null	7:19:16	7:19:16	8:50:31	8:50:31	12:04:44								
34	4	F40S	6:22:45	12:04:34	4	4	6:22:45	7:30:45	7:30:45	8:49:57	8:49:59	10:30:33	10:30:44	12:04:34								
625	1	M30S	6:14:46	12:11:18	4	4	6:14:46	7:30:48	7:30:48	8:57:23	8:57:25	10:37:23	10:41:34	12:11:18								
627	1	M30S	6:14:37	12:10:49	4	4	6:14:37	7:24:29	7:24:29	8:35:39	8:35:40	10:18:37	10:18:37	12:10:49								
565	1	M30S	6:14:28	12:03:48	4	4	6:14:28	7:09:27	7:09:28	8:34:07	8:35:29	10:29:15	10:29:26	12:03:48								
645	2	M20S	6:18:08	10:36:56	4	4	6:18:08	7:25:14	7:25:15	8:43:43	8:43:48	10:30:42	10:30:42	10:36:56								
20	0	M30S	6:03:23	12:17:47	8	8	6:03:23	6:44:21	6:44:22	7:26:19	7:26:39	8:10:33	8:10:34	8:56:51	8:56:52	9:45:35	9:45:36	10:36:02	10:36:11	11:28:15	11:28:16	12:17:47
50	0	M30S	6:03:23	12:17:50	8	8	6:03:23	6:42:57	6:42:57	7:23:47	7:23:48	8:06:31	8:06:31	8:50:45	8:50:46	9:38:43	9:38:43	10:31:43	10:31:44	11:26:18	11:26:18	12:17:50
11	0	M30S	6:03:25	12:21:45	8	8	6:03:25	6:40:59	6:40:59	7:20:19	7:20:19	8:01:52	8:01:52	8:50:50	8:50:50	9:37:25	9:40:22	10:31:01	10:31:01	11:28:08	11:29:16	12:21:45
29	0	M40S	6:03:20	12:14:30	8	8	6:03:20	6:42:06	6:42:06	7:21:22	7:21:22	8:02:44	8:02:58	8:46:06	8:46:06	9:35:12	9:35:13	10:23:22	10:23:48	11:18:31	11:18:41	12:14:30
7	0	M20S	6:03:25	null	8	6	6:03:25	6:54:35	6:54:35	7:45:48	7:45:49	8:58:46	8:58:47	10:48:52	10:48:52	12:26:57	12:26:57	null				
6	0	M20S	6:03:27	null	8	6	6:03:27	7:01:10	7:01:10	8:06:28	8:06:28	9:19:13	9:19:13	10:48:39	10:48:40	12:27:05	12:27:05	null				
26	0	M40S	6:03:25	13:52:09	8	8	6:03:25	6:46:48	6:46:48	7:29:01	7:29:01	8:13:13	8:13:57	9:04:36	9:05:25	10:06:54	10:08:28	11:14:50	11:17:13	12:27:14	12:27:16	13:52:09
28	0	M40S	6:03:21	11:52:30	8	8	6:03:21	6:40:57	6:40:57	7:20:18	7:20:18	8:01:48	8:01:55	8:43:55	8:44:00	9:29:53	9:29:58	10:16:34	10:16:41	11:04:14	11:04:21	11:52:30
67	0	M40S	6:03:34	null	8	7	6:03:34	6:53:39	6:53:39	7:42:13	7:42:14	8:52:06	8:52:07	9:46:24	9:46:24	11:39:09	11:39:10	12:51:06	12:51:06	null		
27	0	M30S	6:03:28	12:51:19	8	8	6:03:28	6:48:29	6:48:29	7:32:56	7:32:56	8:19:10	8:19:11	9:08:22	9:08:25	9:59:23	9:59:24	10:58:15	11:00:25	11:58:44	11:58:46	12:51:19
3	0	M20S	6:03:23	null	8	8	6:03:23	6:52:41	6:52:41	7:47:53	7:47:54	8:45:48	8:45:49	9:49:08	9:50:34	11:20:10	11:21:52	12:56:52	12:58:21	14:35:52	14:37:06	null
