77000188,03:57:54
77002011,03:29:40
77008774,03:30:51
77008774,03:30:54
77008774,03:30:55
77000904,03:30:49
77001370,03:31:53
77001370,03:32:55
77001370,03:34:38
77001370,03:34:38
77007571,03:41:55
77007571,03:42:29
77007571,03:42:29
77010466,03:44:31
77010466,03:44:32
77001602,03:51:24
77001602,06:19:33
77001602,06:19:33
77002304,03:51:57
77002304,06:20:54
77002304,06:20:55
77000700,03:51:56
77000700,07:19:29
77000700,07:19:29
77000700,07:19:29
77010401,03:53:42
77010401,08:06:03
77010401,08:25:44
77000218,03:57:15
77000218,03:57:16
77000218,06:34:02
77000218,06:34:02
77003675,03:58:06
77003675,03:58:08
77003675,03:58:09
77003675,03:58:10
77003675,03:58:13
77003675,03:58:11
77003675,03:58:13
77003675,03:58:14
77003675,03:58:15
77001664,03:59:01
77001664,06:59:37
77001664,06:59:37
77001630,03:59:22
77001630,07:03:24
77001630,07:03:24
77001632,03:59:24
77001632,06:50:42
77001632,06:50:42
77001632,06:50:43
77001900,03:59:57
77001900,06:43:36
77001900,06:43:36
77004345,04:05:19
77004345,06:11:08
77004345,06:11:09
77005379,03:52:22
77005379,03:52:24
77005379,03:52:23
77005379,03:52:25
77005379,03:52:27
77005379,04:08:08
77005379,04:08:09
77005379,04:08:11
77005379,04:08:12
77005379,06:42:44
77004838,04:09:05
77004838,06:10:19
77004838,06:10:19
77003330,04:21:06
77003330,06:12:45
77003330,06:12:45
77011508,04:23:02
77011508,05:58:02
77011508,05:58:02
77004538,04:23:05
77004538,04:23:06
77004538,06:06:28
77004236,04:23:03
77004236,06:30:18
77004236,06:30:18
77004236,06:30:19
77004236,06:30:19
77011539,04:23:32
77011539,04:23:34
77011539,06:34:37
77011539,06:34:39
77011539,06:34:37
77003527,04:23:32
77003527,04:23:33
77003527,04:23:34
77003527,06:05:55
77003527,06:05:55
77004944,04:23:43
77004944,06:22:45
77004944,06:22:45
77004944,06:22:45
77005345,04:23:51
77005345,06:34:19
77005345,06:34:20
77005345,06:34:19
77004091,04:24:31
77004091,06:15:55
77004091,06:15:56
77003464,04:24:39
77003464,04:24:40
77003464,04:24:41
77003464,06:27:26
77003464,06:27:29
77003625,04:24:52
77003625,04:24:54
77003625,04:24:55
77003625,06:34:23
77003625,06:34:23
77004007,04:24:56
77004007,06:27:05
77004007,06:27:06
77004007,06:27:06
77004007,06:27:06
77009400,04:26:29
77009400,04:26:54
77009400,04:26:55
77009400,04:26:57
77009400,04:27:16
77009400,04:27:17
77009400,04:27:18
77009400,04:27:27
77009400,04:27:28
77009400,04:27:31
77009400,04:27:32
77009400,06:57:00
77009400,06:57:02
77009400,06:57:02
77004251,04:27:52
77004251,04:27:54
77004251,06:09:58
77004251,06:09:58
77004635,04:33:59
77004635,04:34:00
77004635,04:34:01
77004635,06:17:12
77004635,06:17:13
77004635,06:17:13
77011484,04:52:22
77011484,04:52:23
77011484,06:05:47
77011484,06:05:47
77011505,04:52:21
77011505,04:52:22
77011505,06:08:46
77011505,06:08:47
77011583,05:00:02
77011583,05:00:03
77011583,06:18:55
77011583,06:18:55
77004983,05:04:16
77004983,06:47:05
77004983,06:47:05
77004983,06:47:05
77004983,06:47:07
77002994,05:07:44
77002994,06:26:17
77002994,06:26:16
77002994,06:26:18
77002994,06:26:17
77002994,06:26:19
77002994,06:26:18
77006903,05:07:56
77006903,06:52:19
77006903,06:52:18
77006903,06:52:18
77006903,06:52:20
77011999,05:08:02
77000650,05:08:08
77000385,05:08:28
77000476,05:14:56
77000476,05:14:56
77011749,05:16:28
77012000,05:25:16
77010319,05:25:58
77000146,05:28:15
77000146,05:28:14
77000146,05:28:15
77000320,05:28:22
77000320,05:28:22
77000127,05:28:48
77000762,05:32:33
77000762,05:32:33
77000762,05:32:33
77001678,05:32:49
77001678,05:32:49
77011679,05:32:57
77004794,05:33:53
77004794,05:33:53
77001388,05:34:18
77001388,05:34:18
77004166,05:34:54
77004166,05:34:55
77010496,05:36:21
77010496,05:36:22
77000225,05:36:31
77000225,05:36:30
77001181,05:37:20
77011925,05:37:52
77011925,05:37:52
77011534,05:38:25
77001505,05:39:23
77001505,05:39:22
77000340,05:39:30
77000340,05:39:30
77000977,05:39:35
77000977,05:39:36
77001231,05:40:07
77001231,05:40:07
77002284,05:40:16
77000345,05:40:21
77000345,05:40:21
77010456,05:40:41
77010456,05:40:42
77000308,05:40:46
77000308,05:40:46
77002126,05:40:48
77002126,05:40:47
77004795,05:40:47
77004795,05:40:47
77001538,03:43:35
77001538,03:43:34
77001538,03:45:52
77001538,03:45:54
77001538,03:45:56
77001538,03:45:57
77001538,03:45:58
77001538,05:41:15
77001538,05:41:15
77000909,05:41:55
77000909,05:41:55
77001189,05:42:17
77001189,05:42:17
77000596,05:42:18
77000596,05:42:18
77000647,05:42:36
77011367,05:42:54
77000732,05:43:01
77000732,05:43:01
77000732,05:43:01
77001504,05:43:47
77001504,05:43:47
77000481,05:43:52
77000481,05:43:52
77002381,03:30:30
77002381,03:30:31
77002381,05:44:23
77002381,05:44:24
77000505,05:44:28
77000505,05:44:28
77000001,05:44:44
77000001,05:44:44
77004643,05:44:55
77004643,05:44:54
77004618,05:45:15
77004618,05:45:15
77011527,05:45:29
77010413,05:45:31
77010413,05:45:32
77001316,05:45:34
77001316,05:45:33
77000902,05:45:37
77000902,05:45:36
77000902,05:45:36
77001367,05:46:29
77002645,05:46:49
77010481,05:46:53
77010481,06:07:36
77010481,06:07:36
77000065,05:46:53
77000065,05:46:54
77010470,05:46:52
77011940,03:46:39
77011940,03:47:34
77011940,05:47:04
77011940,05:47:04
77004873,05:47:32
77004873,05:47:32
77004873,05:47:32
77001925,05:47:48
77001925,05:47:48
77004768,05:48:05
77004768,05:48:05
77001562,05:48:18
77001562,05:48:18
77000590,05:48:28
77000590,05:48:28
77011498,05:48:27
77000128,05:48:42
77000128,05:48:42
77002433,05:48:52
77002433,05:48:52
77001947,05:49:07
77001947,05:49:07
77001947,05:49:06
77002672,05:49:16
77002672,05:49:15
77002672,05:49:17
77004830,05:49:19
77004830,05:49:20
77004852,05:49:28
77004852,05:49:28
77004852,05:49:29
77001766,05:49:30
77001766,05:49:29
77001766,05:49:30
77002932,05:49:34
77002932,05:49:33
77000116,05:49:50
77000116,05:49:50
77011821,05:49:56
77011821,05:49:56
77003382,05:49:58
77003382,05:49:59
77003382,05:50:01
77003382,05:50:02
77000359,05:50:01
77000359,05:50:01
77000359,05:50:02
77001042,05:50:03
77001042,05:50:03
77000657,05:50:06
77000657,05:50:05
77004573,05:50:05
77004573,05:50:06
77004548,05:50:10
77004548,05:50:11
77000226,03:51:07
77000226,05:50:15
77000226,05:50:15
77000226,05:50:16
77000556,05:50:21
77000556,05:50:21
77003316,05:50:24
77003316,05:50:23
77001128,05:50:30
77001128,05:50:30
77001128,05:50:30
77004267,05:50:39
77004267,05:50:39
77002660,05:50:41
77002660,05:50:41
77011681,05:50:47
77011681,05:50:47
77000604,05:50:48
77000604,05:50:49
77002397,05:50:52
77002397,05:50:52
77000391,05:50:54
77000391,05:50:54
77003745,05:51:14
77003745,05:51:14
77004536,05:51:21
77004536,05:51:21
77004536,05:51:22
77001490,05:51:23
77001490,05:51:23
77000272,05:51:26
77000272,05:51:26
77000993,05:51:29
77000993,05:51:29
77002187,05:51:36
77002187,05:51:36
77000946,05:51:37
77000946,05:51:38
77011665,05:51:39
77000447,05:51:45
77000447,05:51:45
77002614,05:52:00
77001806,05:52:10
77001806,05:52:10
77001079,05:52:10
77001079,05:52:10
77000485,05:52:12
77000485,05:52:12
